Danh mục,Danh mục con,Tên sản phẩm,Mã sản phẩm,Màu sắc,Size,Tình trạng,Giá gốc,Giảm giá,Giá bán,Link sản phẩm,Link hình ảnh,Đặc điểm
Giày Nam,Giày Tây,Giày tây nam công sở xỏ chân dáng trơn BQ GT 4361,GTM0111-NAU01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,999000.0,12% giảm,879120.0,https://giaybq.com.vn/products/giay-tay-nam-cong-so-xo-chan-dang-tron-bq-gt-4361,//product.hstatic.net/200000473357/product/loc_9987_copy_9df6b95350544c6cbab42d23c936f06e_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu lót: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam công sở xỏ chân tiện lợi BQ GT 5015,GTM0122-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,829000.0,10% giảm,746100.0,https://giaybq.com.vn/products/giay-tay-nam-cong-so-xo-chan-tien-loi-bq-gt-5015,//product.hstatic.net/200000473357/product/20241112-150509_93d7d659b3dc418e94d23a714a93b16a_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu mặt: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu mặt: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam công sở xỏ chân tiện lợi BQ GT 5015,GTM0122-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,829000.0,10% giảm,746100.0,https://giaybq.com.vn/products/giay-tay-nam-cong-so-xo-chan-tien-loi-bq-gt-5015,//product.hstatic.net/200000473357/product/loc_9995_copy_6d2db4b7bf004226a5d734564d961c43_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu mặt: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu mặt: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam cột dây công sở BQ GT 543,GTM0136-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,679000.0,12% giảm,597520.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-cong-so-bq-gt-543,//product.hstatic.net/200000473357/product/loc_0016_copy_03ae21bc321c4ab3a40dfd82d0b52c4c_small.jpg,"Quai: DaMặt: DaĐế: Cao suMàu sắc: Đen, NâuSize: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam cột dây công sở BQ GT 543,GTM0136-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,679000.0,12% giảm,597520.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-cong-so-bq-gt-543,//product.hstatic.net/200000473357/product/loc_9918_copy_b89694e229634414871101f93dc3017d_small.jpg,"Quai: DaMặt: DaĐế: Cao suMàu sắc: Đen, NâuSize: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam cột dây da bóng BQ GT 8562,GTM0089-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,839000.0,12% giảm,738320.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-da-bong-bq-gt-8562,//product.hstatic.net/200000473357/product/loc_5586_c0ee84adcee44fa8b5a8e9c5ef868eb6_small.jpg,✓ Chất liệu quai: Da✓ Chất liệu lót: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen | ✓ Size: 38 - 43
Giày Nam,Giày Tây,Giày tây nam cột dây dáng trơn BQ GT 85-505,ELM0001-NAU01-38,Đen,"38, 39, 40, 41, 42, 43, 44",Còn hàng,1119000.0,10% giảm,1007100.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-dang-tron-bq-gt-85-505,//hstatic.net/0/0/global/noDefaultImage6_small.gif,"✓ Màu: Nâu, Đen | ✓ Size: 38-44"
Giày Nam,Giày Tây,Giày tây nam cột dây dáng trơn BQ GT 85-505,ELM0001-NAU01-38,Nâu,"38, 39, 40, 41, 42, 43, 44",Còn hàng,1119000.0,10% giảm,1007100.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-dang-tron-bq-gt-85-505,//product.hstatic.net/200000473357/product/loc_4481_copy_a349f9ece689461b85ab2a3b34cb1f85_small.jpg,"✓ Màu: Nâu, Đen | ✓ Size: 38-44"
Giày Nam,Giày Tây,Giày tây nam cột dây mũi nhọn BQ GT 8007,GTM0030-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,789000.0,12% giảm,694320.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-mui-nhon-bq-gt-8007,//product.hstatic.net/200000473357/product/loc_4463_copy_48cda4ca36bc436ead616b200d5641a1_small.jpg,"✓ Màu: Đen. Bò, Xám | ✓ Size: 38-43✓ Quai: Xít | ✓ Lót: Da | ✓ Đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam cột dây mũi nhọn BQ GT 8007,GTM0030-DEN01-38,Xám,"38, 39, 40, 41, 42, 43",Còn hàng,789000.0,12% giảm,694320.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-mui-nhon-bq-gt-8007,//product.hstatic.net/200000473357/product/loc_4603_copy_bf16a38a772c46dc8fe645a79bd3cffa_small.jpg,"✓ Màu: Đen. Bò, Xám | ✓ Size: 38-43✓ Quai: Xít | ✓ Lót: Da | ✓ Đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam cột dây mũi nhọn BQ GT 8007,GTM0030-DEN01-38,Bò,"38, 39, 40, 41, 42, 43",Còn hàng,789000.0,12% giảm,694320.0,https://giaybq.com.vn/products/giay-tay-nam-cot-day-mui-nhon-bq-gt-8007,//product.hstatic.net/200000473357/product/loc_4613_copy_cdd6d466ba414b06aefebc472fa2e9f9_small.jpg,"✓ Màu: Đen. Bò, Xám | ✓ Size: 38-43✓ Quai: Xít | ✓ Lót: Da | ✓ Đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam tăng chiều cao dáng trơn BQ GT 41001,GTM0068-NAU01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,889000.0,12% giảm,782320.0,https://giaybq.com.vn/products/giay-tay-nam-tang-chieu-cao-dang-tron-bq-gt-41001,//product.hstatic.net/200000473357/product/loc_1384_copy_00e13e8af2984560a676438b232a8452_small.jpg,"✓ Màu: Nâu, Đen | ✓ Size: 38-43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam tăng chiều cao dáng trơn BQ GT 41001,GTM0068-NAU01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,889000.0,12% giảm,782320.0,https://giaybq.com.vn/products/giay-tay-nam-tang-chieu-cao-dang-tron-bq-gt-41001,//product.hstatic.net/200000473357/product/loc_4522_copy_b9f684a29159451ca2b43e662f41441e_small.jpg,"✓ Màu: Nâu, Đen | ✓ Size: 38-43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam vỏ bách ngang BQ GT 150,GTM0051-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,809000.0,12% giảm,711920.0,https://giaybq.com.vn/products/giay-tay-nam-vo-bach-ngang-bq-gt-150,//product.hstatic.net/200000473357/product/loc_5772_copy.jpg_1_14de380fe61c497a80aaebeeb45eaa6d_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu lót: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam vỏ bách ngang BQ GT 150,GTM0051-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,809000.0,12% giảm,711920.0,https://giaybq.com.vn/products/giay-tay-nam-vo-bach-ngang-bq-gt-150,//product.hstatic.net/200000473357/product/loc_5772_copy_8acfc1df595947a3bafb7df6b6dd22f6_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu lót: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da bò BQ GT BQ2097,GTM0139-NAU01-38,Đen,"38, 39, 40, 41, 42, 43, 44",Còn hàng,1449000.0,12% giảm,1275120.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-bo-bq-gt-bq2097,//hstatic.net/0/0/global/noDefaultImage6_small.gif,"Quai: DaLót: DaĐế: Cao suMàu sắc: Đen, NâuSize: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da bò BQ GT BQ2097,GTM0139-NAU01-38,Nâu,"38, 39, 40, 41, 42, 43, 44",Còn hàng,1449000.0,12% giảm,1275120.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-bo-bq-gt-bq2097,//product.hstatic.net/200000473357/product/loc_4563_copy_022afaeeb6c64d739b4f8e58eb8ad493_small.jpg,"Quai: DaLót: DaĐế: Cao suMàu sắc: Đen, NâuSize: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da bò BQ GT VA85-144,GTM0002-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,869000.0,12% giảm,764720.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-bo-bq-gt-va85-144,//product.hstatic.net/200000473357/product/vvv_8356_copy_e8c5690562ba42dca92ca9fedd8f7091_small.jpg,"✓ Chất liệu quai: Da ✓ Chất liệu lót: Da✓ Màu sắc: Đen, Nâu✓ Size: 38-43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38-43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da bò BQ GT VA85-144,GTM0002-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,869000.0,12% giảm,764720.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-bo-bq-gt-va85-144,//product.hstatic.net/200000473357/product/vvv_8628_copy_0aa7449c73634d1a916aaa0d386d4008_small.jpg,"✓ Chất liệu quai: Da ✓ Chất liệu lót: Da✓ Màu sắc: Đen, Nâu✓ Size: 38-43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38-43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da thật in hoạ tiết BQ GT 8262,GTM0091-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,839000.0,12% giảm,738320.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-that-in-hoa-tiet-bq-gt-8262,//product.hstatic.net/200000473357/product/loc_2825_copy_15b82533709c47ae91c557cca5d79a0a_small.jpg,"Giày tây nam xỏ chân da thật in hoạ tiết BQ GT 8262 | ✓ Chất liệu quai: Da✓ Chất liệu lót: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da thật in hoạ tiết BQ GT 8262,GTM0091-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,839000.0,12% giảm,738320.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-that-in-hoa-tiet-bq-gt-8262,//product.hstatic.net/200000473357/product/loc_2825_copy_2_d8b350e5c39243a397775b1e022cd4ac_small.jpg,"Giày tây nam xỏ chân da thật in hoạ tiết BQ GT 8262 | ✓ Chất liệu quai: Da✓ Chất liệu lót: Da✓ Chất liệu đế: Cao su✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da | ✓ Chất liệu lót: Da | ✓ Chất liệu đế: Cao su | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da trơn cao 3cm BQ GT 8112,GTM0085-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,839000.0,12% giảm,738320.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-tron-cao-3cm-bq-gt-8112,//product.hstatic.net/200000473357/product/vvv_0701_0ed650e9a9fd40bcb06beeb003b50a08_small.jpg,"✓ Chất liệu quai: da✓ Chất liệu mặt: da✓ Chất liệu đế: cao su✓ Độ cao: 2-3cm✓ Màu sắc: Đen, nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: da | ✓ Chất liệu mặt: da | ✓ Chất liệu đế: cao su | ✓ Độ cao: 2-3cm | ✓ Màu sắc: Đen, nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân da trơn cao 3cm BQ GT 8112,GTM0085-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,839000.0,12% giảm,738320.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-da-tron-cao-3cm-bq-gt-8112,//product.hstatic.net/200000473357/product/vvv_0709_f5298155bd894e088a62b0183e81607a_small.jpg,"✓ Chất liệu quai: da✓ Chất liệu mặt: da✓ Chất liệu đế: cao su✓ Độ cao: 2-3cm✓ Màu sắc: Đen, nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: da | ✓ Chất liệu mặt: da | ✓ Chất liệu đế: cao su | ✓ Độ cao: 2-3cm | ✓ Màu sắc: Đen, nâu | ✓ Size: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân dáng trơn BQ GT 1166,GTM0067-NAU01-38,Đen,"38, 39, 40, 41, 42, 43, 44",Còn hàng,999000.0,12% giảm,879120.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-dang-tron-bq-gt-1166,//product.hstatic.net/200000473357/product/loc_1007_copy_07ed1e5c8a60446aadb33fe331138318_small.jpg,"✓ Màu: Nâu, Đen | ✓ Size: 38-44 | ✓ Quai: Da | ✓ Lót: Da | ✓ Đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam xỏ chân dáng trơn BQ GT 1166,GTM0067-NAU01-38,Nâu,"38, 39, 40, 41, 42, 43, 44",Còn hàng,999000.0,12% giảm,879120.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-dang-tron-bq-gt-1166,//product.hstatic.net/200000473357/product/loc_4471_copy_979a49db7ce24166b0ae30a97e87e7d3_small.jpg,"✓ Màu: Nâu, Đen | ✓ Size: 38-44 | ✓ Quai: Da | ✓ Lót: Da | ✓ Đế: Cao su"
Giày Nam,Giày Tây,Giày tây nam xỏ chân khoá bách ngang BQ GT 065,GTM0062-DEN01-38,Nâu,39,Còn hàng,869000.0,12% giảm,764720.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-khoa-bach-ngang-bq-gt-065,//hstatic.net/0/0/global/noDefaultImage6_small.gif,Quai: DaLót: DaĐế: Cao suMàu sắc: Đen Size: 38 - 43
Giày Nam,Giày Tây,Giày tây nam xỏ chân khoá bách ngang BQ GT 065,GTM0062-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,869000.0,12% giảm,764720.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-khoa-bach-ngang-bq-gt-065,//product.hstatic.net/200000473357/product/loc_4128_copy_0d6ac8a2b46c4c8185a87f73871f031b_small.jpg,Quai: DaLót: DaĐế: Cao suMàu sắc: Đen Size: 38 - 43
Giày Nam,Giày Tây,Giày tây nam xỏ chân khoá ngang BQ GT 152,GTM0052-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,809000.0,12% giảm,711920.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-khoa-ngang-bq-gt-152,//product.hstatic.net/200000473357/product/loc_9911_copy_9c5785d9a7384fae8f2c9165e0e6696a_small.jpg,"Quai: DaMặt: DaĐế: Cao suMàu sắc: Đen, NâuSize: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân khoá ngang BQ GT 152,GTM0052-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,809000.0,12% giảm,711920.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-khoa-ngang-bq-gt-152,//product.hstatic.net/200000473357/product/loc_9963_copy_3f0f111d38f34fb3ac11720986cf214e_small.jpg,"Quai: DaMặt: DaĐế: Cao suMàu sắc: Đen, NâuSize: 38 - 43"
Giày Nam,Giày Tây,Giày tây nam xỏ chân kiểu dáng trơn BQ GT 547,GTM0176-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,679000.0,12% giảm,597520.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-kieu-dang-tron-bq-gt-547,//product.hstatic.net/200000473357/product/loc_0855_copy_8118e2be712e4c7b8000199a909adcee_small.jpg,Quai: DaLót: DaĐế: Cao suMàu sắc: Đen - NâuSize: 38 - 43
Giày Nam,Giày Tây,Giày tây nam xỏ chân kiểu dáng trơn BQ GT 547,GTM0176-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,679000.0,12% giảm,597520.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-kieu-dang-tron-bq-gt-547,//product.hstatic.net/200000473357/product/loc_0867_copy_b4f316a76c1049b5aa05a694f2cc9b19_small.jpg,Quai: DaLót: DaĐế: Cao suMàu sắc: Đen - NâuSize: 38 - 43
Giày Nam,Giày Tây,Giày tây nam xỏ chân mũi nhọn BQ GT 8561,GTM0188-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,839000.0,12% giảm,738320.0,https://giaybq.com.vn/products/giay-tay-nam-xo-chan-mui-nhon-bq-gt-8561,//product.hstatic.net/200000473357/product/loc_3068_copy_2234d1ee70404c7b8025e3005f0cbdd5_small.jpg,Quai: DaLót: DaĐế: Cao suMàu sắc: Đen Size: 38 - 43
Giày Nam,Giày Tây,Giày tây tăng chiều cao buộc dây công sở cao cấp trẻ trung BQ GT 124,GTM0079-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,1089000.0,12% giảm,958320.0,https://giaybq.com.vn/products/giay-tay-tang-chieu-cao-buoc-day-cong-so-cao-cap-tre-trung-bq-gt-124,//product.hstatic.net/200000473357/product/22__1__a7d04798aaa8464a899fe75b217b0a54_small.jpg,"Giày tây tăng chiều cao buộc dây công sở cao cấp trẻ trung BQ GT 124 được sản xuất với công nghệ hiện đại, tiên tiến, với chất liệu da bò thật 100%, chất lượng tốt, có độ bền cao, là lớp da trơn, nhẵn mịn, dễ dàng bảo quản, vệ sinh, đánh xi giày. Đế giày được làm bằng cao su chất lượng, có vân rãnh tạo độ ma sát cao, chống trơn trượt. Trong giày tây còn có miếng lót giày bằng da đệm su êm, mềm, giúp đi êm chân và tạo sự thông thoáng, hạn chế gây mùi khó chịu. Về thiết kế, giày tây BQ GT 124 được thiết kế lịch lãm, nam tính với một màu đen duy nhất, dễ dàng phối đồ. Kết hợp với màu da đen trơn, giày được thiết kế theo kiểu buộc dây năng động nhưng không kém phần lịch sự. Đặc biệt, đây là mẫu giày tăng chiều cao với phần đế 3cm, phần lót 2cm giúp cải thiện chiều cao, ăn gian vóc dáng giúp các chàng trai tự tin sai bước hơn. | ✓ Chất liệu quai: da bò | ✓ Chất liệu đế: cao su | ✓ Màu sắc: đen | ✓ Chiều cao: 5cm | ✓ Size: 38-43"
Giày Nam,Sandal Nam,Giày sandal da bò quai ngang BQ SD 918,SDM0077-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-sandal-da-bo-quai-ngang-bq-sd-918,//product.hstatic.net/200000473357/product/loc_5990_copy_53bab9fc492c432cb2f15ba2f76bb977_small.jpg,Giày sandal da bò quai ngang BQ SD 918
Giày Nam,Sandal Nam,Giày sandal da bò quai ngang BQ SD 918,SDM0077-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/giay-sandal-da-bo-quai-ngang-bq-sd-918,//product.hstatic.net/200000473357/product/loc_6003_copy_5d8205b3a95c48c48e70da1cd8632fe7_small.jpg,Giày sandal da bò quai ngang BQ SD 918
Giày Nam,Sandal Nam,Giày sandal da thật trung niên quai bảng BQ SD 840,SDM0035-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,409000.0,12% giảm,359920.0,https://giaybq.com.vn/products/giay-sandal-da-that-trung-nien-quai-bang-bq-sd-840,//product.hstatic.net/200000473357/product/vvv_6047_copy_810f3e571b0e48a4b4a327be12377910_small.jpg,"- Quai: Da | - Lót: Da | - Màu sắc: Đen, Nâu, Bò | - Size: 38 - 43"
Giày Nam,Sandal Nam,Giày sandal da thật trung niên quai bảng BQ SD 840,SDM0035-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,409000.0,12% giảm,359920.0,https://giaybq.com.vn/products/giay-sandal-da-that-trung-nien-quai-bang-bq-sd-840,//product.hstatic.net/200000473357/product/vvv_6055_copy_72d574432c974502a57feb5cf5867ffe_small.jpg,"- Quai: Da | - Lót: Da | - Màu sắc: Đen, Nâu, Bò | - Size: 38 - 43"
Giày Nam,Sandal Nam,Giày sandal da thật trung niên quai bảng BQ SD 840,SDM0035-DEN01-38,Bò,"38, 39, 40, 41, 42, 43",Còn hàng,409000.0,12% giảm,359920.0,https://giaybq.com.vn/products/giay-sandal-da-that-trung-nien-quai-bang-bq-sd-840,//product.hstatic.net/200000473357/product/vvv_6185_copy_ccc739da60ad413e92b6be9b794b8e95_small.jpg,"- Quai: Da | - Lót: Da | - Màu sắc: Đen, Nâu, Bò | - Size: 38 - 43"
Giày Nam,Sandal Nam,Giày sandal hai quai chéo khoá nịt BQ SD BQ045,SDT0009-DEN01-34,Đen,"34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44",Còn hàng,379000.0,20% giảm,303200.0,https://giaybq.com.vn/products/giay-sandal-hai-quai-cheo-khoa-nit-bq-sd-bq045,//product.hstatic.net/200000473357/product/loc_1119_copy_59ae82c6dfc043218c61dfc7de50c423_small.jpg,Quai: DùĐế: PhylonMàu sắc: Đen - NâuSize: 35 - 44
Giày Nam,Sandal Nam,Giày sandal hai quai chéo khoá nịt BQ SD BQ045,SDT0009-DEN01-34,Xám,"39, 40, 41, 42, 43, 44",Còn hàng,379000.0,20% giảm,303200.0,https://giaybq.com.vn/products/giay-sandal-hai-quai-cheo-khoa-nit-bq-sd-bq045,//product.hstatic.net/200000473357/product/loc_5913_copy_b0d4425b09534f6aa62bc7fac16146b6_small.jpg,Quai: DùĐế: PhylonMàu sắc: Đen - NâuSize: 35 - 44
Giày Nam,Sandal Nam,Giày sandal hai quai chéo khoá nịt BQ SD BQ045,SDT0009-DEN01-34,Rêu,"34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44",Còn hàng,379000.0,20% giảm,303200.0,https://giaybq.com.vn/products/giay-sandal-hai-quai-cheo-khoa-nit-bq-sd-bq045,//product.hstatic.net/200000473357/product/loc_5957_copy_61f5b9c97b5944728535182b0e06027c_small.jpg,Quai: DùĐế: PhylonMàu sắc: Đen - NâuSize: 35 - 44
Giày Nam,Sandal Nam,Giày sandal nam da cao cấp hai quai ngang thời trang BQ SD 853,SDM0069-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,15% giảm,373150.0,https://giaybq.com.vn/products/giay-sandal-nam-da-cao-cap-hai-quai-ngang-thoi-trang-bq-sd-853,//product.hstatic.net/200000473357/product/vvv_3151_83cd1406ec4e4fc78f27b62fc92ec8ff_small.jpg,"✓ Chất liệu quai: da Sít✓ Chất liệu đế: TPR ✓ Màu sắc: Đen, nâu , bò, xám✓ Size: 38-43 | ✓ Chất liệu quai: da Sít | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, nâu , bò, xám | ✓ Size: 38-43"
Giày Nam,Sandal Nam,Giày sandal nam da cao cấp hai quai ngang thời trang BQ SD 853,SDM0069-DEN01-38,Xám,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,15% giảm,373150.0,https://giaybq.com.vn/products/giay-sandal-nam-da-cao-cap-hai-quai-ngang-thoi-trang-bq-sd-853,//product.hstatic.net/200000473357/product/vvv_3159_59011967f38b45eea6530fe15d3dcb79_small.jpg,"✓ Chất liệu quai: da Sít✓ Chất liệu đế: TPR ✓ Màu sắc: Đen, nâu , bò, xám✓ Size: 38-43 | ✓ Chất liệu quai: da Sít | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, nâu , bò, xám | ✓ Size: 38-43"
Giày Nam,Sandal Nam,Giày sandal nam da cao cấp hai quai ngang thời trang BQ SD 853,SDM0069-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,15% giảm,373150.0,https://giaybq.com.vn/products/giay-sandal-nam-da-cao-cap-hai-quai-ngang-thoi-trang-bq-sd-853,//product.hstatic.net/200000473357/product/vvv_3166_1e64b330b11845f9b9fe334ee08b54a2_small.jpg,"✓ Chất liệu quai: da Sít✓ Chất liệu đế: TPR ✓ Màu sắc: Đen, nâu , bò, xám✓ Size: 38-43 | ✓ Chất liệu quai: da Sít | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, nâu , bò, xám | ✓ Size: 38-43"
Giày Nam,Sandal Nam,Giày sandal nam da cao cấp hai quai ngang thời trang BQ SD 853,SDM0069-DEN01-38,Bò,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,15% giảm,373150.0,https://giaybq.com.vn/products/giay-sandal-nam-da-cao-cap-hai-quai-ngang-thoi-trang-bq-sd-853,//product.hstatic.net/200000473357/product/vvv_3174_774e6834c0c4497f8add5120be0f52bf_small.jpg,"✓ Chất liệu quai: da Sít✓ Chất liệu đế: TPR ✓ Màu sắc: Đen, nâu , bò, xám✓ Size: 38-43 | ✓ Chất liệu quai: da Sít | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, nâu , bò, xám | ✓ Size: 38-43"
Giày Nam,Sandal Nam,Giày sandal nam da quai chéo BQ SD 031,SDM0022-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,379000.0,12% giảm,333520.0,https://giaybq.com.vn/products/giay-sandal-nam-da-quai-cheo-bq-sd-031,//product.hstatic.net/200000473357/product/loc_1056_copy_80f244de249b43a4938f4e3bc575ee6e_small.jpg,Quai: Da XítĐế: TPRMàu sắc: Đen - BòSize: 38 - 43
